ID,"CubeId;""rendopar"""
1,"PublishingDate;""2018-04-03 14:30"""
2,
3,"Date;""d0"";""Value"""
35867,"2010-12-01;""b1"";""-2.194"""
35868,"2010-12-01;""b2"";""-9.628"""
35869,"2010-12-01;""b3"";""7.424"""
35870,"2010-12-01;""t1"";""1.024"""
35871,"2010-12-01;""t2"";""0.727"""
35872,"2010-12-02;""b0"";""2.282"""
35873,"2010-12-02;""b1"";""-2.242"""
35874,"2010-12-02;""b2"";""-5.936"""
35875,"2010-12-02;""b3"";""3.936"""
35876,"2010-12-02;""t1"";""1.158"""
35877,"2010-12-02;""t2"";""0.629"""
35878,"2010-12-03;""b0"";""2.295"""
35879,"2010-12-03;""b1"";""-2.255"""
35880,"2010-12-03;""b2"";""-13.446"""
35881,"2010-12-03;""b3"";""11.063"""
35882,"2010-12-03;""t1"";""0.988"""
35883,"2010-12-03;""t2"";""0.774"""
35884,"2010-12-06;""b0"";""2.299"""
35885,"2010-12-06;""b1"";""-2.259"""
35886,"2010-12-06;""b2"";""-5.456"""
35887,"2010-12-06;""b3"";""3.48"""
35888,"2010-12-06;""t1"";""1.193"""
35889,"2010-12-06;""t2"";""0.609"""
35890,"2010-12-07;""b0"";""2.301"""
35891,"2010-12-07;""b1"";""-2.261"""
35892,"2010-12-07;""b2"";""-8.482"""
35893,"2010-12-07;""b3"";""6.199"""
35894,"2010-12-07;""t1"";""1.063"""
35895,"2010-12-07;""t2"";""0.687"""
35896,"2010-12-08;""b0"";""2.354"""
35897,"2010-12-08;""b1"";""-2.314"""
35898,"2010-12-08;""b2"";""-7.076"""
35899,"2010-12-08;""b3"";""4.87"""
35900,"2010-12-08;""t1"";""1.102"""
35901,"2010-12-08;""t2"";""0.649"""
35902,"2010-12-09;""b0"";""2.32"""
35903,"2010-12-09;""b1"";""-2.28"""
35904,"2010-12-09;""b2"";""-7.899"""
35905,"2010-12-09;""b3"";""5.734"""
35906,"2010-12-09;""t1"";""1.081"""
35907,"2010-12-09;""t2"";""0.708"""
35908,"2010-12-10;""b0"";""2.334"""
35909,"2010-12-10;""b1"";""-2.294"""
35910,"2010-12-10;""b2"";""-7.886"""
35911,"2010-12-10;""b3"";""5.634"""
35912,"2010-12-10;""t1"";""1.055"""
35913,"2010-12-10;""t2"";""0.67"""
35914,"2010-12-13;""b0"";""2.35"""
35915,"2010-12-13;""b1"";""-2.31"""
35916,"2010-12-13;""b2"";""-9.008"""
35917,"2010-12-13;""b3"";""6.73"""
35918,"2010-12-13;""t1"";""1.016"""
35919,"2010-12-13;""t2"";""0.701"""
35920,"2010-12-14;""b0"";""2.373"""
35921,"2010-12-14;""b1"";""-2.333"""
35922,"2010-12-14;""b2"";""-8.949"""
35923,"2010-12-14;""b3"";""6.608"""
35924,"2010-12-14;""t1"";""1.009"""
35925,"2010-12-14;""t2"";""0.685"""
35926,"2010-12-15;""b0"";""2.5"""
35927,"2010-12-15;""b1"";""-2.46"""
35928,"2010-12-15;""b2"";""-11.065"""
35929,"2010-12-15;""b3"";""8.546"""
35930,"2010-12-15;""t1"";""0.965"""
35931,"2010-12-15;""t2"";""0.719"""
35932,"2010-12-16;""b0"";""2.488"""
35933,"2010-12-16;""b1"";""-2.448"""
35934,"2010-12-16;""b2"";""-11.168"""
35935,"2010-12-16;""b3"";""8.605"""
35936,"2010-12-16;""t1"";""0.945"""
35937,"2010-12-16;""t2"";""0.698"""
35938,"2010-12-17;""b0"";""2.47"""
35939,"2010-12-17;""b1"";""-2.43"""
35940,"2010-12-17;""b2"";""-11.034"""
35941,"2010-12-17;""b3"";""8.568"""
35942,"2010-12-17;""t1"";""0.915"""
35943,"2010-12-17;""t2"";""0.698"""
35944,"2010-12-20;""b0"";""2.383"""
35945,"2010-12-20;""b1"";""-2.343"""
35946,"2010-12-20;""b2"";""-11.09"""
35947,"2010-12-20;""b3"";""8.644"""
35948,"2010-12-20;""t1"";""0.907"""
35949,"2010-12-20;""t2"";""0.678"""
35950,"2010-12-21;""b0"";""2.381"""
35951,"2010-12-21;""b1"";""-2.341"""
35952,"2010-12-21;""b2"";""-11.077"""
35953,"2010-12-21;""b3"";""8.629"""
35954,"2010-12-21;""t1"";""0.928"""
35955,"2010-12-21;""t2"";""0.692"""
35956,"2010-12-22;""b0"";""2.325"""
35957,"2010-12-22;""b1"";""-2.285"""
35958,"2010-12-22;""b2"";""-12.681"""
35959,"2010-12-22;""b3"";""10.238"""
35960,"2010-12-22;""t1"";""0.889"""
35961,"2010-12-22;""t2"";""0.688"""
35962,"2010-12-23;""b0"";""2.256"""
35963,"2010-12-23;""b1"";""-2.216"""
35964,"2010-12-23;""b2"";""-8.476"""
35965,"2010-12-23;""b3"";""6.293"""
35966,"2010-12-23;""t1"";""0.96"""
35967,"2010-12-23;""t2"";""0.657"""
35968,"2010-12-24;""b0"";"
35969,"2010-12-24;""b1"";"
35970,"2010-12-24;""b2"";"
35971,"2010-12-24;""b3"";"
35972,"2010-12-24;""t1"";"
35973,"2010-12-24;""t2"";"
35974,"2010-12-27;""b0"";""2.322"""
35975,"2010-12-27;""b1"";""-2.282"""
35976,"2010-12-27;""b2"";""-8.279"""
35977,"2010-12-27;""b3"";""6.066"""
35978,"2010-12-27;""t1"";""0.974"""
35979,"2010-12-27;""t2"";""0.651"""
35980,"2010-12-28;""b0"";""2.26"""
35981,"2010-12-28;""b1"";""-2.22"""
35982,"2010-12-28;""b2"";""-7.471"""
35983,"2010-12-28;""b3"";""5.332"""
35984,"2010-12-28;""t1"";""0.974"""
35985,"2010-12-28;""t2"";""0.622"""
35986,"2010-12-29;""b0"";""2.287"""
35987,"2010-12-29;""b1"";""-2.247"""
35988,"2010-12-29;""b2"";""-9.201"""
35989,"2010-12-29;""b3"";""6.943"""
35990,"2010-12-29;""t1"";""0.923"""
35991,"2010-12-29;""t2"";""0.644"""
35992,"2010-12-30;""b0"";""2.287"""
35993,"2010-12-30;""b1"";""-2.247"""
35994,"2010-12-30;""b2"";""-7.129"""
35995,"2010-12-30;""b3"";""4.898"""
35996,"2010-12-30;""t1"";""0.975"""
35997,"2010-12-30;""t2"";""0.586"""
35998,"2010-12-31;""b0"";"
35999,"2010-12-31;""b1"";"
36000,"2010-12-31;""b2"";"
36001,"2010-12-31;""b3"";"
36002,"2010-12-31;""t1"";"
36003,"2010-12-31;""t2"";"
36004,"2011-01-03;""b0"";""2.29"""
36005,"2011-01-03;""b1"";""-2.186"""
36006,"2011-01-03;""b2"";""-11.713"""
36007,"2011-01-03;""b3"";""9.076"""
36008,"2011-01-03;""t1"";""1.011"""
36009,"2011-01-03;""t2"";""0.831"""
36010,"2011-01-04;""b0"";""2.272"""
36011,"2011-01-04;""b1"";""-2.169"""
36012,"2011-01-04;""b2"";""-6.362"""
36013,"2011-01-04;""b3"";""4.001"""
36014,"2011-01-04;""t1"";""1.128"""
36015,"2011-01-04;""t2"";""0.77"""
36016,"2011-01-05;""b0"";""2.235"""
36017,"2011-01-05;""b1"";""-2.138"""
36018,"2011-01-05;""b2"";""-8.925"""
36019,"2011-01-05;""b3"";""6.539"""
36020,"2011-01-05;""t1"";""1.075"""
36021,"2011-01-05;""t2"";""0.839"""
36022,"2011-01-06;""b0"";""2.307"""
36023,"2011-01-06;""b1"";""-2.214"""
36024,"2011-01-06;""b2"";""-9.363"""
36025,"2011-01-06;""b3"";""6.9"""
36026,"2011-01-06;""t1"";""1.043"""
36027,"2011-01-06;""t2"";""0.828"""
36028,"2011-01-07;""b0"";""2.337"""
36029,"2011-01-07;""b1"";""-2.245"""
36030,"2011-01-07;""b2"";""-7.607"""
36031,"2011-01-07;""b3"";""5.144"""
36032,"2011-01-07;""t1"";""1.057"""
36033,"2011-01-07;""t2"";""0.779"""
36034,"2011-01-10;""b0"";""2.343"""
36035,"2011-01-10;""b1"";""-2.251"""
36036,"2011-01-10;""b2"";""-9.829"""
36037,"2011-01-10;""b3"";""7.266"""
36038,"2011-01-10;""t1"";""1.058"""
36039,"2011-01-10;""t2"";""0.837"""
36040,"2011-01-11;""b0"";""2.305"""
36041,"2011-01-11;""b1"";""-2.213"""
36042,"2011-01-11;""b2"";""-9.102"""
36043,"2011-01-11;""b3"";""6.641"""
36044,"2011-01-11;""t1"";""1.071"""
36045,"2011-01-11;""t2"";""0.841"""
36046,"2011-01-12;""b0"";""2.344"""
36047,"2011-01-12;""b1"";""-2.254"""
36048,"2011-01-12;""b2"";""-7.493"""
36049,"2011-01-12;""b3"";""5.052"""
36050,"2011-01-12;""t1"";""1.087"""
36051,"2011-01-12;""t2"";""0.797"""
36052,"2011-01-13;""b0"";""2.427"""
36053,"2011-01-13;""b1"";""-2.337"""
36054,"2011-01-13;""b2"";""-7.639"""
36055,"2011-01-13;""b3"";""5.145"""
36056,"2011-01-13;""t1"";""1.141"""
36057,"2011-01-13;""t2"";""0.842"""
36058,"2011-01-14;""b0"";""2.425"""
36059,"2011-01-14;""b1"";""-2.335"""
36060,"2011-01-14;""b2"";""-9.052"""
36061,"2011-01-14;""b3"";""6.54"""
36062,"2011-01-14;""t1"";""1.047"""
36063,"2011-01-14;""t2"";""0.833"""
36064,"2011-01-17;""b0"";""2.484"""
36065,"2011-01-17;""b1"";""-2.396"""
36066,"2011-01-17;""b2"";""-6.96"""
36067,"2011-01-17;""b3"";""4.44"""
36068,"2011-01-17;""t1"";""1.095"""
36069,"2011-01-17;""t2"";""0.795"""
36070,"2011-01-18;""b0"";""2.532"""
36071,"2011-01-18;""b1"";""-2.444"""
36072,"2011-01-18;""b2"";""-7.094"""
36073,"2011-01-18;""b3"";""4.537"""
36074,"2011-01-18;""t1"";""1.099"""
36075,"2011-01-18;""t2"";""0.806"""
36076,"2011-01-19;""b0"";""2.504"""
36077,"2011-01-19;""b1"";""-2.416"""
36078,"2011-01-19;""b2"";""-11.892"""
36079,"2011-01-19;""b3"";""9.215"""
36080,"2011-01-19;""t1"";""1.046"""
36081,"2011-01-19;""t2"";""0.878"""
36082,"2011-01-20;""b0"";""2.514"""
36083,"2011-01-20;""b1"";""-2.431"""
36084,"2011-01-20;""b2"";""-6.775"""
36085,"2011-01-20;""b3"";""4.212"""
36086,"2011-01-20;""t1"";""1.107"""
36087,"2011-01-20;""t2"";""0.766"""
36088,"2011-01-21;""b0"";""2.513"""
36089,"2011-01-21;""b1"";""-2.428"""
36090,"2011-01-21;""b2"";""-7.79"""
36091,"2011-01-21;""b3"";""5.233"""
36092,"2011-01-21;""t1"";""1.099"""
36093,"2011-01-21;""t2"";""0.839"""
36094,"2011-01-24;""b0"";""2.507"""
36095,"2011-01-24;""b1"";""-2.422"""
36096,"2011-01-24;""b2"";""-7.656"""
36097,"2011-01-24;""b3"";""5.239"""
36098,"2011-01-24;""t1"";""1.128"""
36099,"2011-01-24;""t2"";""0.879"""
36100,"2011-01-25;""b0"";""2.476"""
36101,"2011-01-25;""b1"";""-2.391"""
36102,"2011-01-25;""b2"";""-7.597"""
36103,"2011-01-25;""b3"";""5.129"""
36104,"2011-01-25;""t1"";""1.111"""
36105,"2011-01-25;""t2"";""0.841"""
36106,"2011-01-26;""b0"";""2.476"""
36107,"2011-01-26;""b1"";""-2.391"""
36108,"2011-01-26;""b2"";""-7.5"""
36109,"2011-01-26;""b3"";""5.051"""
36110,"2011-01-26;""t1"";""1.101"""
36111,"2011-01-26;""t2"";""0.834"""
36112,"2011-01-27;""b0"";""2.501"""
36113,"2011-01-27;""b1"";""-2.416"""
36114,"2011-01-27;""b2"";""-5.361"""
36115,"2011-01-27;""b3"";""3.026"""
36116,"2011-01-27;""t1"";""1.184"""
36117,"2011-01-27;""t2"";""0.78"""
36118,"2011-01-28;""b0"";""2.498"""
36119,"2011-01-28;""b1"";""-2.413"""
36120,"2011-01-28;""b2"";""-11.897"""
36121,"2011-01-28;""b3"";""9.363"""
36122,"2011-01-28;""t1"";""1.068"""
36123,"2011-01-28;""t2"";""0.918"""
36124,"2011-01-31;""b0"";""2.479"""
36125,"2011-01-31;""b1"";""-2.394"""
36126,"2011-01-31;""b2"";""-11.814"""
36127,"2011-01-31;""b3"";""9.318"""
36128,"2011-01-31;""t1"";""1.088"""
36129,"2011-01-31;""t2"";""0.931"""
36130,"2011-02-01;""b0"";""2.469"""
36131,"2011-02-01;""b1"";""-2.384"""
36132,"2011-02-01;""b2"";""-11.759"""
36133,"2011-02-01;""b3"";""9.355"""
36134,"2011-02-01;""t1"";""1.088"""
36135,"2011-02-01;""t2"";""0.944"""
36136,"2011-02-02;""b0"";""2.499"""
36137,"2011-02-02;""b1"";""-2.414"""
36138,"2011-02-02;""b2"";""-11.635"""
36139,"2011-02-02;""b3"";""9.22"""
36140,"2011-02-02;""t1"";""1.087"""
36141,"2011-02-02;""t2"";""0.946"""
36142,"2011-02-03;""b0"";""2.498"""
36143,"2011-02-03;""b1"";""-2.413"""
36144,"2011-02-03;""b2"";""-11.685"""
36145,"2011-02-03;""b3"";""9.204"""
36146,"2011-02-03;""t1"";""1.077"""
36147,"2011-02-03;""t2"";""0.926"""
36148,"2011-02-04;""b0"";""1.115"""
36149,"2011-02-04;""b1"";""-1.032"""
36150,"2011-02-04;""b2"";""9.055"""
36151,"2011-02-04;""b3"";""-4.422"""
36152,"2011-02-04;""t1"";""7.219"""
36153,"2011-02-04;""t2"";""5.372"""
36154,"2011-02-07;""b0"";""1.148"""
36155,"2011-02-07;""b1"";""-1.064"""
36156,"2011-02-07;""b2"";""9.072"""
36157,"2011-02-07;""b3"";""-4.534"""
36158,"2011-02-07;""t1"";""6.875"""
36159,"2011-02-07;""t2"";""4.937"""
36160,"2011-02-08;""b0"";""1.145"""
36161,"2011-02-08;""b1"";""-1.062"""
36162,"2011-02-08;""b2"";""10.546"""
36163,"2011-02-08;""b3"";""-5.935"""
36164,"2011-02-08;""t1"";""7.026"""
36165,"2011-02-08;""t2"";""5.45"""
36166,"2011-02-09;""b0"";""0.993"""
36167,"2011-02-09;""b1"";""-0.909"""
36168,"2011-02-09;""b2"";""11.337"""
36169,"2011-02-09;""b3"";""-6.198"""
36170,"2011-02-09;""t1"";""7.451"""
36171,"2011-02-09;""t2"";""5.903"""
36172,"2011-02-10;""b0"";""0.85"""
36173,"2011-02-10;""b1"";""-0.767"""
36174,"2011-02-10;""b2"";""8.618"""
36175,"2011-02-10;""b3"";""-3.148"""
36176,"2011-02-10;""t1"";""7.928"""
36177,"2011-02-10;""t2"";""5.118"""
36178,"2011-02-11;""b0"";""1.321"""
36179,"2011-02-11;""b1"";""-1.238"""
36180,"2011-02-11;""b2"";""11.559"""
36181,"2011-02-11;""b3"";""-7.445"""
36182,"2011-02-11;""t1"";""6.253"""
36183,"2011-02-11;""t2"";""4.918"""
36184,"2011-02-14;""b0"";""2.556"""
36185,"2011-02-14;""b1"";""-2.472"""
36186,"2011-02-14;""b2"";""-7.802"""
36187,"2011-02-14;""b3"";""5.167"""
36188,"2011-02-14;""t1"";""1.074"""
36189,"2011-02-14;""t2"";""0.804"""
36190,"2011-02-15;""b0"";""0.939"""
36191,"2011-02-15;""b1"";""-0.856"""
36192,"2011-02-15;""b2"";""7.305"""
36193,"2011-02-15;""b3"";""-2.018"""
36194,"2011-02-15;""t1"";""8.254"""
36195,"2011-02-15;""t2"";""4.892"""
36196,"2011-02-16;""b0"";""1.142"""
36197,"2011-02-16;""b1"";""-1.058"""
36198,"2011-02-16;""b2"";""9.331"""
36199,"2011-02-16;""b3"";""-4.613"""
36200,"2011-02-16;""t1"";""7.226"""
36201,"2011-02-16;""t2"";""5.415"""
36202,"2011-02-17;""b0"";""1.226"""
36203,"2011-02-17;""b1"";""-1.146"""
36204,"2011-02-17;""b2"";""7.862"""
36205,"2011-02-17;""b3"";""-3.304"""
36206,"2011-02-17;""t1"";""7.35"""
36207,"2011-02-17;""t2"";""5.193"""
36208,"2011-02-18;""b0"";""1.344"""
36209,"2011-02-18;""b1"";""-1.264"""
36210,"2011-02-18;""b2"";""9.842"""
36211,"2011-02-18;""b3"";""-5.842"""
36212,"2011-02-18;""t1"";""6.416"""
36213,"2011-02-18;""t2"";""4.957"""
36214,"2011-02-21;""b0"";""1.34"""
36215,"2011-02-21;""b1"";""-1.26"""
36216,"2011-02-21;""b2"";""8.175"""
36217,"2011-02-21;""b3"";""-4"""
36218,"2011-02-21;""t1"";""6.856"""
36219,"2011-02-21;""t2"";""4.989"""
36220,"2011-02-22;""b0"";""1.454"""
36221,"2011-02-22;""b1"";""-1.374"""
36222,"2011-02-22;""b2"";""7.561"""
36223,"2011-02-22;""b3"";""-3.796"""
36224,"2011-02-22;""t1"";""6.715"""
36225,"2011-02-22;""t2"";""4.835"""
36226,"2011-02-23;""b0"";""1.221"""
36227,"2011-02-23;""b1"";""-1.141"""
36228,"2011-02-23;""b2"";""7.12"""
36229,"2011-02-23;""b3"";""-2.665"""
36230,"2011-02-23;""t1"";""7.344"""
36231,"2011-02-23;""t2"";""4.82"""
36232,"2011-02-24;""b0"";""1.076"""
36233,"2011-02-24;""b1"";""-0.996"""
36234,"2011-02-24;""b2"";""7.597"""
36235,"2011-02-24;""b3"";""-2.666"""
36236,"2011-02-24;""t1"";""8.42"""
36237,"2011-02-24;""t2"";""6.576"""
36238,"2011-02-25;""b0"";""1.268"""
36239,"2011-02-25;""b1"";""-1.184"""
36240,"2011-02-25;""b2"";""8.795"""
36241,"2011-02-25;""b3"";""-4.41"""
36242,"2011-02-25;""t1"";""7.155"""
36243,"2011-02-25;""t2"";""5.529"""
36244,"2011-02-28;""b0"";""1.095"""
36245,"2011-02-28;""b1"";""-1.009"""
36246,"2011-02-28;""b2"";""6.805"""
36247,"2011-02-28;""b3"";""-2.007"""
36248,"2011-02-28;""t1"";""7.822"""
36249,"2011-02-28;""t2"";""4.74"""
36250,"2011-03-01;""b0"";""1.489"""
36251,"2011-03-01;""b1"";""-1.403"""
36252,"2011-03-01;""b2"";""6.631"""
36253,"2011-03-01;""b3"";""-2.694"""
36254,"2011-03-01;""t1"";""7.038"""
36255,"2011-03-01;""t2"";""4.812"""
36256,"2011-03-02;""b0"";""1.347"""
36257,"2011-03-02;""b1"";""-1.262"""
36258,"2011-03-02;""b2"";""8.514"""
36259,"2011-03-02;""b3"";""-4.484"""
36260,"2011-03-02;""t1"";""6.767"""
36261,"2011-03-02;""t2"";""5.083"""
36262,"2011-03-03;""b0"";""1.533"""
36263,"2011-03-03;""b1"";""-1.448"""
36264,"2011-03-03;""b2"";""7.286"""
36265,"2011-03-03;""b3"";""-3.562"""
36266,"2011-03-03;""t1"";""6.775"""
36267,"2011-03-03;""t2"";""5.193"""
36268,"2011-03-04;""b0"";""1.687"""
36269,"2011-03-04;""b1"";""-1.602"""
36270,"2011-03-04;""b2"";""7.894"""
36271,"2011-03-04;""b3"";""-4.515"""
36272,"2011-03-04;""t1"";""6.324"""
36273,"2011-03-04;""t2"";""5.241"""
36274,"2011-03-07;""b0"";""1.395"""
36275,"2011-03-07;""b1"";""-1.31"""
36276,"2011-03-07;""b2"";""7.409"""
36277,"2011-03-07;""b3"";""-3.045"""
36278,"2011-03-07;""t1"";""7.603"""
36279,"2011-03-07;""t2"";""6.208"""
36280,"2011-03-08;""b0"";""1.46"""
36281,"2011-03-08;""b1"";""-1.373"""
36282,"2011-03-08;""b2"";""8.798"""
36283,"2011-03-08;""b3"";""-4.781"""
36284,"2011-03-08;""t1"";""6.727"""
36285,"2011-03-08;""t2"";""5.447"""
36286,"2011-03-09;""b0"";""0.919"""
36287,"2011-03-09;""b1"";""-0.836"""
36288,"2011-03-09;""b2"";""5.646"""
36289,"2011-03-09;""b3"";""0.181"""
36290,"2011-03-09;""t1"";""9.907"""
36291,"2011-03-09;""t2"";""0.397"""
36292,"2011-03-10;""b0"";""0.643"""
36293,"2011-03-10;""b1"";""-0.56"""
36294,"2011-03-10;""b2"";""6.152"""
36295,"2011-03-10;""b3"";""0.241"""
36296,"2011-03-10;""t1"";""10.645"""
36297,"2011-03-10;""t2"";""0.413"""
36298,"2011-03-11;""b0"";""0.195"""
36299,"2011-03-11;""b1"";""-0.112"""
36300,"2011-03-11;""b2"";""6.914"""
36301,"2011-03-11;""b3"";""0.257"""
36302,"2011-03-11;""t1"";""12.044"""
36303,"2011-03-11;""t2"";""0.345"""
36304,"2011-03-14;""b0"";""0.459"""
36305,"2011-03-14;""b1"";""-0.377"""
36306,"2011-03-14;""b2"";""6.481"""
36307,"2011-03-14;""b3"";""0.244"""
36308,"2011-03-14;""t1"";""11.294"""
36309,"2011-03-14;""t2"";""0.366"""
36310,"2011-03-15;""b0"";""1.181"""
36311,"2011-03-15;""b1"";""-1.099"""
36312,"2011-03-15;""b2"";""5.548"""
36313,"2011-03-15;""b3"";""-1.158"""
36314,"2011-03-15;""t1"";""8.185"""
36315,"2011-03-15;""t2"";""3.844"""
36316,"2011-03-16;""b0"";""0.984"""
36317,"2011-03-16;""b1"";""-0.902"""
36318,"2011-03-16;""b2"";""5.518"""
36319,"2011-03-16;""b3"";""-0.445"""
36320,"2011-03-16;""t1"";""9.525"""
36321,"2011-03-16;""t2"";""3.034"""
36322,"2011-03-17;""b0"";""0.927"""
36323,"2011-03-17;""b1"";""-0.848"""
36324,"2011-03-17;""b2"";""5.576"""
36325,"2011-03-17;""b3"";""-0.479"""
36326,"2011-03-17;""t1"";""9.716"""
36327,"2011-03-17;""t2"";""3.085"""
36328,"2011-03-18;""b0"";""1.305"""
36329,"2011-03-18;""b1"";""-1.23"""
36330,"2011-03-18;""b2"";""7.46"""
36331,"2011-03-18;""b3"";""-3.53"""
36332,"2011-03-18;""t1"";""7.139"""
36333,"2011-03-18;""t2"";""5.068"""
36334,"2011-03-21;""b0"";""1.111"""
36335,"2011-03-21;""b1"";""-1.036"""
36336,"2011-03-21;""b2"";""5.123"""
36337,"2011-03-21;""b3"";""-0.223"""
36338,"2011-03-21;""t1"";""9.232"""
36339,"2011-03-21;""t2"";""4.045"""
36340,"2011-03-22;""b0"";""1.315"""
36341,"2011-03-22;""b1"";""-1.24"""
36342,"2011-03-22;""b2"";""5.772"""
36343,"2011-03-22;""b3"";""-1.396"""
36344,"2011-03-22;""t1"";""7.78"""
36345,"2011-03-22;""t2"";""5.268"""
36346,"2011-03-23;""b0"";""0.749"""
36347,"2011-03-23;""b1"";""-0.676"""
36348,"2011-03-23;""b2"";""5.79"""
36349,"2011-03-23;""b3"";""0.295"""
36350,"2011-03-23;""t1"";""10.424"""
36351,"2011-03-23;""t2"";""0.444"""
36352,"2011-03-24;""b0"";""0.695"""
36353,"2011-03-24;""b1"";""-0.622"""
36354,"2011-03-24;""b2"";""5.964"""
36355,"2011-03-24;""b3"";""0.286"""
36356,"2011-03-24;""t1"";""10.668"""
36357,"2011-03-24;""t2"";""0.451"""
36358,"2011-03-25;""b0"";""0.623"""
36359,"2011-03-25;""b1"";""-0.55"""
36360,"2011-03-25;""b2"";""6.134"""
36361,"2011-03-25;""b3"";""0.245"""
36362,"2011-03-25;""t1"";""10.733"""
36363,"2011-03-25;""t2"";""0.45"""
36364,"2011-03-28;""b0"";""0.397"""
36365,"2011-03-28;""b1"";""-0.322"""
36366,"2011-03-28;""b2"";""6.673"""
36367,"2011-03-28;""b3"";""0.32"""
36368,"2011-03-28;""t1"";""11.2"""
36369,"2011-03-28;""t2"";""0.589"""
36370,"2011-03-29;""b0"";""1.021"""
36371,"2011-03-29;""b1"";""-0.945"""
36372,"2011-03-29;""b2"";""5.343"""
36373,"2011-03-29;""b3"";""0.265"""
36374,"2011-03-29;""t1"";""9.565"""
36375,"2011-03-29;""t2"";""0.553"""
36376,"2011-03-30;""b0"";""1.666"""
36377,"2011-03-30;""b1"";""-1.588"""
36378,"2011-03-30;""b2"";""4.735"""
36379,"2011-03-30;""b3"";""-1.044"""
36380,"2011-03-30;""t1"";""6.798"""
36381,"2011-03-30;""t2"";""5.001"""
36382,"2011-03-31;""b0"";""0.731"""
36383,"2011-03-31;""b1"";""-0.649"""
36384,"2011-03-31;""b2"";""4.125"""
36385,"2011-03-31;""b3"";""2.52"""
36386,"2011-03-31;""t1"";""14.623"""
36387,"2011-03-31;""t2"";""6.457"""
36388,"2011-04-01;""b0"";""2.541"""
36389,"2011-04-01;""b1"";""-2.457"""
36390,"2011-04-01;""b2"";""-7.276"""
36391,"2011-04-01;""b3"";""5.092"""
36392,"2011-04-01;""t1"";""1.101"""
36393,"2011-04-01;""t2"";""0.904"""
36394,"2011-04-04;""b0"";""1.193"""
36395,"2011-04-04;""b1"";""-1.111"""
36396,"2011-04-04;""b2"";""4.258"""
36397,"2011-04-04;""b3"";""1.279"""
36398,"2011-04-04;""t1"";""9.832"""
36399,"2011-04-04;""t2"";""6.015"""
36400,"2011-04-05;""b0"";""0.567"""
36401,"2011-04-05;""b1"";""-0.485"""
36402,"2011-04-05;""b2"";""6.593"""
36403,"2011-04-05;""b3"";""0.316"""
36404,"2011-04-05;""t1"";""10.359"""
36405,"2011-04-05;""t2"";""0.845"""
36406,"2011-04-06;""b0"";""1.115"""
36407,"2011-04-06;""b1"";""-1.038"""
36408,"2011-04-06;""b2"";""5.559"""
36409,"2011-04-06;""b3"";""0.336"""
36410,"2011-04-06;""t1"";""9.093"""
36411,"2011-04-06;""t2"";""0.974"""
36412,"2011-04-07;""b0"";""1.146"""
36413,"2011-04-07;""b1"";""-1.069"""
36414,"2011-04-07;""b2"";""5.665"""
36415,"2011-04-07;""b3"";""0.287"""
36416,"2011-04-07;""t1"";""8.997"""
36417,"2011-04-07;""t2"";""0.866"""
36418,"2011-04-08;""b0"";""2.669"""
36419,"2011-04-08;""b1"";""-2.594"""
36420,"2011-04-08;""b2"";""-8.173"""
36421,"2011-04-08;""b3"";""5.989"""
36422,"2011-04-08;""t1"";""1.11"""
36423,"2011-04-08;""t2"";""0.957"""
36424,"2011-04-11;""b0"";""2.713"""
36425,"2011-04-11;""b1"";""-2.638"""
36426,"2011-04-11;""b2"";""-2.022"""
36427,"2011-04-11;""b3"";""0.521"""
36428,"2011-04-11;""t1"";""1.439"""
36429,"2011-04-11;""t2"";""0.774"""
36430,"2011-04-12;""b0"";""1.615"""
36431,"2011-04-12;""b1"";""-1.54"""
36432,"2011-04-12;""b2"";""4.814"""
36433,"2011-04-12;""b3"";""0.3"""
36434,"2011-04-12;""t1"";""8.182"""
36435,"2011-04-12;""t2"";""0.947"""
36436,"2011-04-13;""b0"";""2.72"""
36437,"2011-04-13;""b1"";""-2.647"""
36438,"2011-04-13;""b2"";""-7.657"""
36439,"2011-04-13;""b3"";""5.497"""
36440,"2011-04-13;""t1"";""1.125"""
36441,"2011-04-13;""t2"";""0.969"""
36442,"2011-04-14;""b0"";""1.424"""
36443,"2011-04-14;""b1"";""-1.351"""
36444,"2011-04-14;""b2"";""5.17"""
36445,"2011-04-14;""b3"";""0.27"""
36446,"2011-04-14;""t1"";""8.523"""
36447,"2011-04-14;""t2"";""0.766"""
36448,"2011-04-15;""b0"";""1.164"""
36449,"2011-04-15;""b1"";""-1.092"""
36450,"2011-04-15;""b2"";""5.787"""
36451,"2011-04-15;""b3"";""0.339"""
36452,"2011-04-15;""t1"";""9.196"""
36453,"2011-04-15;""t2"";""0.876"""
36454,"2011-04-18;""b0"";""0.729"""
36455,"2011-04-18;""b1"";""-0.659"""
36456,"2011-04-18;""b2"";""6.631"""
36457,"2011-04-18;""b3"";""0.305"""
36458,"2011-04-18;""t1"";""10.112"""
36459,"2011-04-18;""t2"";""0.682"""
36460,"2011-04-19;""b0"";""0.605"""
36461,"2011-04-19;""b1"";""-0.533"""
36462,"2011-04-19;""b2"";""6.917"""
36463,"2011-04-19;""b3"";""0.274"""
36464,"2011-04-19;""t1"";""10.498"""
36465,"2011-04-19;""t2"";""0.558"""
36466,"2011-04-20;""b0"";""0.833"""
36467,"2011-04-20;""b1"";""-0.765"""
